idPan;panNome;panNomeCompleto;idPan2;panNomeFantasia;panAbrangenciaTaxonomica;panAbrangenciaGeografica;panCiclo;panStatus;panCentro;panInicioData;panInicioAno;Data da portaria vigente do PAN;"Data do início da vigência do PAN na portaria 
(último artigo da portaria)";panFimData;panFimAno;panStatusLegal;panPortaria;panProcesso;panLogo;panSite
CEPTA_05.01;(Finalizado) Baixo Iguaçu - 1º ciclo;Plano de Ação Nacional para a Conservação das Espécies Ameaçadas de Extinção da Fauna Aquática e Semiaquática da Bacia do Baixo Iguaçu;CEPTA_05.01;Baixo Iguaçu;Multiclasse;Bacia;1º ciclo;Finalizado;CEPTA;24/11/2017;2017;24/11/2017;24/11/2017;01/12/2022;2022;Portaria com prazo expirado;Portaria 767 (24/11/2017);02031.010037/2016-80;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cepta_05-01.jpg;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-baixo-iguacu
CEMAVE_22.02;(Finalizado) Aves dos Campos Sulinos - 2º ciclo;Plano de Ação Nacional para a Conservação das Aves dos Campos Sulinos;CEMAVE_22.02;Aves dos Campos Sulinos;Intraclasse;Ecossistema;2º ciclo;Finalizado;CEMAVE;26/12/2017;2017;26/12/2017;26/12/2017;01/02/2023;2023;Portaria com prazo expirado;Portaria 856 (26/12/2017);02061.000060/2017-90;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_22-02.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-dos-campos-sulinos
CPB_07.01;(Finalizado) Primatas Amazônicos - 1º ciclo;Plano de Ação Nacional para a Conservação dos Primatas Amazônicos;CPB_07.01;Primatas Amazônicos;Intraclasse;Bioma;1º ciclo;Finalizado;CPB;01/12/2017;2017;01/12/2017;01/12/2017;01/01/2023;2023;Portaria com prazo expirado;Portaria 792 (01/12/2017);02062.000024/2017-16;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cpb_07-01.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-primatas-amazonicos
TAMAR_02.02;(Finalizado) Tartarugas Marinhas - 2º ciclo;Plano de Ação Nacional para a Conservação das Tartarugas Marinhas;TAMAR_02.02;Tartarugas Marinhas;Intraclasse;Bioma;2º ciclo;Finalizado;TAMAR;26/04/2017;2017;26/04/2017;;01/05/2023;2023;Portaria com prazo expirado;Portaria 287 (26/04/2017);02044.010042/2016-43;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-tartarugas-marinhas
CPB_08.02;(Finalizado) Primatas do Nordeste - 2º ciclo;Plano de Ação Nacional para a Conservação dos Primatas do Nordeste;CPB_08.02;Primatas do Nordeste;Intraclasse;Bioma;2º ciclo;Finalizado;CPB;27/03/2018;2018;27/03/2018;27/03/2018;01/12/2022;2022;Portaria com prazo expirado;Portaria 242 (27/03/2018);02070.002934/2011-49;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cpb_08-02.jpg;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-primatas-do-nordeste
CEMAVE_23.02;(Finalizado) Pato-mergulhão - 2º ciclo;Plano de Ação Nacional para a Conservação do Pato-mergulhão;CEMAVE_23.02;Pato-mergulhão;Monoespecífico;Específico (distribuição da espécie);2º ciclo;Finalizado;CEMAVE;08/02/2018;2018;08/02/2018;08/02/2018;01/01/2023;2023;Portaria com prazo expirado;Portaria 122 (08/02/2018);02061.000077/2017-47;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_23-02.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-pato-mergulhao
CEMAVE_24.01;(Finalizado) Aves Marinhas;Plano de Ação Nacional para a Conservação das Aves Marinhas;CEMAVE_24.01;Aves Marinhas;Intraclasse;Bioma;1º ciclo;Finalizado;CEMAVE;04/04/2018;2018;04/04/2018;04/04/2018;01/03/2023;2023;Portaria com prazo expirado;Portaria 286 (04/04/2018);02061.000847/2017-51;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_24-01.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-marinhas
CEMAVE_25.02;(Finalizado) Aves da Caatinga - 2º ciclo;Plano de Ação Nacional para Conservação das Aves da Caatinga;CEMAVE_25.02;Aves da Caatinga;Intraclasse;Bioma;2º ciclo;Finalizado;CEMAVE;09/04/2018;2018;09/04/2018;09/04/2018;01/02/2023;2023;Portaria com prazo expirado;Portaria 304 (09/04/2018);02061.000832/2017-93;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_25-02.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-aves-da-caatinga
CEMAVE_26.03;(Finalizado) Albatrozes e Petréis - 3º ciclo;Plano de Ação Nacional para a Conservação dos Albatrozes e Petréis;CEMAVE_26.03;Albatrozes e Petréis;Intraclasse;Bioma;3º ciclo;Finalizado;CEMAVE;24/04/2018;2018;24/04/2018;24/04/2018;01/05/2023;2023;Portaria com prazo expirado;Portaria 378 (24/04/2018);02061.000878/2017-11;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/img/logo/cemave_26-03.png;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-albatrozes-e-petreis
CENAP_09.01;(Finalizado) Grandes Felinos;Plano de Ação Nacional para a Conservação dos Grandes Felinos;CENAP_09.01;Grandes Felinos;Intraclasse;Nacional;1º ciclo;Finalizado;CENAP;22/06/2018;2018;22/06/2018;22/06/2018;01/12/2023;2023;Portaria com prazo expirado;Portaria 612 (22/06/2018);02068.000015/2018-56;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-grandes-felinos
CENAP_10.01;(Finalizado) Canídeos - 1º ciclo ;Plano de Ação Nacional para a Conservação dos Canídeos Silvestres;CENAP_10.01;Canídeos;Intraclasse;Nacional;1º ciclo;Finalizado;CENAP;06/07/2018;2018;06/07/2018;06/07/2018;01/12/2023;2023;Portaria com prazo expirado;Portaria 664 (06/07/2018);02068.000014/2018-10;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-canideos
CEPENE_01.01;Peixe-boi Marinho;Plano de Ação Nacional para Conservação dos Peixes-bois Marinhos (Trichechus manatus);CEPENE_01.01;Peixe-boi Marinho;Monoespecífico;Específico (distribuição da espécie);1º ciclo;Em execução;CMA;04/04/2018;2018;04/04/2018;04/04/2018;01/02/2023;2023;Portaria com prazo expirado;Portaria 249 (04/04/2018);02030.000037/2017-62;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-peixe-boi-marinho
CEPSUL_03.01;Lagoas do Sul;Plano de Ação Nacional para a Conservação dos Sistemas Lacustres e Lagunares do Sul do Brasil;CEPSUL_03.01;Lagoas do Sul;Multiclasse;Ecossistema;1º ciclo;Em execução;CEPSUL;27/08/2018;2018;27/08/2018;27/08/2018;01/09/2023;2023;Portaria com prazo expirado;Portaria 751 (27/08/2018);02032.010059/2016-30;;https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/pan-lagoas-do-sul
